,file,emotion,speaker,text
102,./wav_path/./wav_path/Ses01F_impro04_M014.wav,e0,Ses01M,WELL MAYBE WE SHOULD SIT DOWN SOME TIME . AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE . AND I'LL WRITE IT OUT .
103,./wav_path/./wav_path/Ses01F_impro04_M015.wav,e0,Ses01M,NO YOU CAN OR YOU CAN JUST BRING IT IN PERSON . BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WHAT THAT YOU'VE DONE WHAT KIND OF .
104,./wav_path/./wav_path/Ses01F_impro04_M016.wav,e0,Ses01M,YEAH BUT THE PIECE OF PAPER HELPS TOO .
105,./wav_path/./wav_path/Ses01F_impro04_M017.wav,e0,Ses01M,NO BUT IT HAS AN OUTLINE YOU KNOW .
106,./wav_path/./wav_path/Ses01F_impro04_M018.wav,e0,Ses01M,I KNOW . OKAY . WELL UM  MAYBE .
107,./wav_path/./wav_path/Ses01F_impro04_M019.wav,e0,Ses01M,YEAH .
108,./wav_path/./wav_path/Ses01F_impro04_M020.wav,e0,Ses01M,OKAY YEAH I WOULD IMAGINE .
109,./wav_path/./wav_path/Ses01F_impro04_M021.wav,e0,Ses01M,WELL SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE . TO DO TO HAVE A JOB  BUT THE JOB AFFORDS YOU . MONEY . YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW .
110,./wav_path/./wav_path/Ses01F_impro04_M022.wav,e0,Ses01M,MAYBE GET A CAR .
111,./wav_path/./wav_path/Ses01F_impro04_M023.wav,e0,Ses01M,I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE .
112,./wav_path/./wav_path/Ses01F_impro04_M024.wav,e0,Ses01M,I DIDN'T SAY THAT .
113,./wav_path/./wav_path/Ses01F_impro04_M025.wav,e0,Ses01M,I AM RIDING THE BUS  BUT BY CHOICE .
114,./wav_path/./wav_path/Ses01F_impro04_M026.wav,e0,Ses01M,TO SAVE THE ENVIRONMENT CARPOOL .
115,./wav_path/./wav_path/Ses01F_impro04_M027.wav,e0,Ses01M,YES  ONE LESS CAR AT A TIME .
116,./wav_path/./wav_path/Ses01F_impro04_M028.wav,e0,Ses01M,MMHMM .
117,./wav_path/./wav_path/Ses01F_impro04_M031.wav,e0,Ses01M,I DON'T THINK I'M ANYONE .
118,./wav_path/./wav_path/Ses01F_impro04_M032.wav,e0,Ses01M,I I  I . DIDN'T . OKAY .
119,./wav_path/./wav_path/Ses01F_impro05_F008.wav,e2,Ses01F,FLIGHT SEVEN FOURTEEN .
120,./wav_path/./wav_path/Ses01F_impro05_F009.wav,e2,Ses01F,AM I GOING TO BE GETTING LIKE FREE TICKETS FREE MILEAGE  WHEN CAN I EXPECT MY BAG HERE .
121,./wav_path/./wav_path/Ses01F_impro05_F011.wav,e2,Ses01F,IS THIS A JOKE .
122,./wav_path/./wav_path/Ses01F_impro05_F012.wav,e2,Ses01F,ARE THERE CANDID CAMERAS IS THIS THAT MOVIE . THERE'S THAT SHOW RIGHT AIRPLANE AIRLINE .
123,./wav_path/./wav_path/Ses01F_impro05_F014.wav,e2,Ses01F,YOU'RE KIDDING ME THIS IS A JOKE .
124,./wav_path/./wav_path/Ses01F_impro05_F015.wav,e2,Ses01F,DO YOU HAVE ANY IDEA . FIFTY DOLLARS THAT'S SUPPOSED TO REPLACE EVERYTHING THAT I HAVE . DO YOU UNDERSTAND HOW MUCH I HAVE PACKED IN THERE  NOT ONLY DOES  IT HAVE SENTIMENTAL VALUE IT CAN'T BE REPLACED LIKE  THAT  IT WAS INCREDIBLY EXPENSIVE .
125,./wav_path/./wav_path/Ses01F_impro05_F016.wav,e2,Ses01F,WE FLEW IN FROM PARIS  I'VE BEEN SHOPPING  FOR THREE WEEKS .
126,./wav_path/./wav_path/Ses01F_impro05_F017.wav,e2,Ses01F,I DON'T CARE WHAT YOU'RE FREAKING SIGN  SAYS . SOMEBODY SOMEBODY NEEDS TO REPLACE  EVERYTHING I'VE GOT THERE . AND . GIVE ME MONEY FOR MY INCONVENIENCE .
127,./wav_path/./wav_path/Ses01F_impro05_F018.wav,e2,Ses01F,DO YOU UNDERSTAND WHO MY HUSBAND IS .
128,./wav_path/./wav_path/Ses01F_impro05_F019.wav,e2,Ses01F,IF YOU'RE IF YOU'RE IF YOU'RE LOOKING FOR A LAWSUIT BABY YOU'VE  FOUND IT .
129,./wav_path/./wav_path/Ses01F_impro05_F020.wav,e2,Ses01F,OH  OH . IT'S A GIFT YOU'RE YOU'RE HELPING ME OUT HERE .
130,./wav_path/./wav_path/Ses01F_impro05_F021.wav,e2,Ses01F,YOU ARE CRUISING FOR A BRUISING YOU ARE IN SO MUCH TROUBLE .
131,./wav_path/./wav_path/Ses01F_impro05_F022.wav,e2,Ses01F,WHO'S IN CHARGE . WHO IS THE PRESIDENT OF JET BLUE .
132,./wav_path/./wav_path/Ses01F_impro05_F023.wav,e2,Ses01F,BECAUSE I PROBABLY KNOW HIM .
133,./wav_path/./wav_path/Ses01F_impro05_F024.wav,e2,Ses01F,YEAH .
134,./wav_path/./wav_path/Ses01F_impro05_F025.wav,e2,Ses01F,I DON'T WANT MONEY I WANT MY CLOTHES .
135,./wav_path/./wav_path/Ses01F_impro05_F026.wav,e2,Ses01F,WHAT'S YOUR NAME .
136,./wav_path/./wav_path/Ses01F_impro05_F028.wav,e2,Ses01F,OKAY . I'LL DO THAT .
137,./wav_path/./wav_path/Ses01F_impro05_F029.wav,e2,Ses01F,I DON'T THINK YOU HAVE DONE EVERYTHING YOU COULD DO BECAUSE I DON'T HAVE MY BAG HERE YET .
138,./wav_path/./wav_path/Ses01F_impro05_F030.wav,e2,Ses01F,A LETTER . I'LL MAKE A PERSONAL PHONE CALL .
139,./wav_path/./wav_path/Ses01F_impro05_M000.wav,e0,Ses01M,HI THANKS FOR WAITING .
140,./wav_path/./wav_path/Ses01F_impro05_M001.wav,e1,Ses01M,CAN I HELP YOU .
141,./wav_path/./wav_path/Ses01F_impro05_M002.wav,e1,Ses01M,UH HUH .
142,./wav_path/./wav_path/Ses01F_impro05_M003.wav,e0,Ses01M,OKAY .
143,./wav_path/./wav_path/Ses01F_impro05_M004.wav,e0,Ses01M,OKAY .
144,./wav_path/./wav_path/Ses01F_impro05_M005.wav,e0,Ses01M,OKAY GREAT I'M . REALLY SORRY THAT YOU . HAD TO DO THAT WHAT'S YOUR LAST NAME LET'S START THERE .
145,./wav_path/./wav_path/Ses01F_impro05_M006.wav,e0,Ses01M,OKAY .
146,./wav_path/./wav_path/Ses01F_impro05_M007.wav,e0,Ses01M,ALL RIGHT . OKAY . AND YOU LOST YOUR BAG  IS THAT  THAT THE ISSUE .
147,./wav_path/./wav_path/Ses01F_impro05_M008.wav,e0,Ses01M,UH HUH .
148,./wav_path/./wav_path/Ses01F_impro05_M009.wav,e0,Ses01M,YEAH YEAH I . DON'T SEE I  DON'T SEE . ANY .
149,./wav_path/./wav_path/Ses01F_impro05_M010.wav,e0,Ses01M,I DON'T SEE ANY RECORD OF IT AND I  USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS UM .
150,./wav_path/./wav_path/Ses01F_impro05_M011.wav,e0,Ses01M,WE'VE MISTAKENLY LOST YOUR BAGGAGE  WE'RE VERY SORRY . ON . BEHALF OF JET BLUE I WOULD LIKE TO APOLOGIZE FOR ANY INCONVENIENCE  I AM ALLOWED TO ISSUE YOU A FIFTY  DOLLAR  GIFT CARD WHICH YOU CAN USE . ANY  FUTURE FLIGHTS YOU WANT TO TAKE WITH US  I'M VERY SORRY ONCE AGAIN .
151,./wav_path/./wav_path/Ses01F_impro05_M012.wav,e0,Ses01M,FOR SUCH AN INCONVENIENCE AND YOUR BAG  BUT .
152,./wav_path/./wav_path/Ses01F_impro05_M013.wav,e0,Ses01M,YEAH .
153,./wav_path/./wav_path/Ses01F_impro05_M014.wav,e0,Ses01M,NO NO .
154,./wav_path/./wav_path/Ses01F_impro05_M015.wav,e0,Ses01M,NO NO . THIS . IS REAL .
155,./wav_path/./wav_path/Ses01F_impro05_M016.wav,e0,Ses01M,NO I'M JUST GIVING YOU MONEY  THE BAG IS . GONE  IF IT'S NOT HERE I'M  REALLY SORRY THERE IS NOTHING I CAN DO BECAUSE .
156,./wav_path/./wav_path/Ses01F_impro05_M017.wav,e0,Ses01M,THIS IS THE ONLY TRACK RECORD THAT WE HAVE AND IF IT'S NOT LISTED HERE THEN IT'S  PROBABLY NOT  ANYWHERE .
157,./wav_path/./wav_path/Ses01F_impro05_M019.wav,e0,Ses01M,YES .
158,./wav_path/./wav_path/Ses01F_impro05_M020.wav,e0,Ses01M,I KNOW .
159,./wav_path/./wav_path/Ses01F_impro05_M022.wav,e0,Ses01M,OKAY . CALM .
160,./wav_path/./wav_path/Ses01F_impro05_M023.wav,e0,Ses01M,ACTUALLY WE ARE NOT NECESSARILY LIABLE TO . GIVE . YOU TO . EVEN GIVE YOU THIS FIFTY DOLLARS SO IT'S ACTUALLY IT'S ACTUALLY  REALLY .
161,./wav_path/./wav_path/Ses01F_impro05_M024.wav,e0,Ses01M,WE ARE ACTUALLY NOT EVEN . ALLOWED YOU KNOW LIKE WE DON'T HAVE TO GIVE YOU THIS . FIFTY DOLLARS WE DON'T HAVE TO DO THAT .
162,./wav_path/./wav_path/Ses01F_impro05_M025.wav,e0,Ses01M,IT'S A . GIFT .
163,./wav_path/./wav_path/Ses01F_impro05_M026.wav,e0,Ses01M,YOU KNOW THE AIRLINES CAN NOT BE HELD RESPONSIBLE FOR EVERY . BAG OF LUGGAGE THAT COMES THROUGH  HERE .
164,./wav_path/./wav_path/Ses01F_impro05_M027.wav,e0,Ses01M,WITH THE AMOUNT OF .
165,./wav_path/./wav_path/Ses01F_impro05_M028.wav,e0,Ses01M,UM ACTUALLY I DON'T KNOW . I DON'T KNOW . OH REALLY .
166,./wav_path/./wav_path/Ses01F_impro05_M029.wav,e0,Ses01M,WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN . GIVE YOU MORE MONEY  BUT RIGHT NOW ALL I CAN . DO .
167,./wav_path/./wav_path/Ses01F_impro05_M030.wav,e0,Ses01M,RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY .
168,./wav_path/./wav_path/Ses01F_impro05_M031.wav,e0,Ses01M,OH MY NAME IS SEAN . HI .
169,./wav_path/./wav_path/Ses01F_impro05_M034.wav,e0,Ses01M,IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY .
170,./wav_path/./wav_path/Ses01F_impro05_M035.wav,e0,Ses01M,OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE . IN MY IMPRESSION . LETTERS HAVE  MORE .
171,./wav_path/./wav_path/Ses01F_impro06_F002.wav,e3,Ses01F,NO .
172,./wav_path/./wav_path/Ses01F_impro06_F003.wav,e0,Ses01F,THAT'S  SWEET .
173,./wav_path/./wav_path/Ses01F_impro06_F004.wav,e0,Ses01F,THANK YOU .
174,./wav_path/./wav_path/Ses01F_impro06_F005.wav,e3,Ses01F,I . WENT TO SEE HER HEADSTONE  A WEEK OR TWO AGO .
175,./wav_path/./wav_path/Ses01F_impro06_F006.wav,e3,Ses01F,I USED TO GO TO CEMETERIES A LOT  BEFORE SHE DIED . I JUST YOU . KNOW  I FELT . LIKE THEY WERE URBAN OASIS YOU . KNOW THERE IS ALWAYS  THIS GREEN  IN THE  CITY .
176,./wav_path/./wav_path/Ses01F_impro06_F007.wav,e3,Ses01F,SO I WAS LIKE WANDERING  AROUND BEFORE IT . TAKES FOREVER TO FIND HER HEADSTONE . I ALWAYS  LOSE IT . YOU KNOW .
177,./wav_path/./wav_path/Ses01F_impro06_F008.wav,e3,Ses01F,SO I WAS LOOKING AT THIS OTHER ONE . AND THERE WAS LIKE A PIECE OF CANDY THERE  AND I  THOUGHT THAT I WOULD  TAKE THE CANDY AND PUT IT ON HER HEADSTONE  AND .
178,./wav_path/./wav_path/Ses01F_impro06_F009.wav,e0,Ses01F,THIS WOMAN  CAME  UP  AND  YOU KNOW IT WAS HERS IT . WAS HER . PERSON . THAT WAS THERE .
179,./wav_path/./wav_path/Ses01F_impro06_F010.wav,e3,Ses01F,YEAH AND SHE WAS LIKE  THAT'S PATHETIC  I  HOPE YOU ENJOY IT .
180,./wav_path/./wav_path/Ses01F_impro06_F011.wav,e3,Ses01F,AND I YOU KNOW I MEAN  I SAID I WAS SORRY AND I . BROUGHT IT BACK  TO HER KIND OF AND I . LIKE . PUT IT ON THE . GROUND AND  SHE WAS . LIKE . NO  IT'S FINE  SHE  WAS LIKE I  WOULD RATHER HAVE HER BACK  HONESTLY .
181,./wav_path/./wav_path/Ses01F_impro06_F012.wav,e3,Ses01F,I DON'T KNOW IT JUST  LIKE . I FELT SO BAD BECAUSE . I SHOULDN'T HAVE DONE . IT  I DON'T  KNOW  WHATEVER .
182,./wav_path/./wav_path/Ses01F_impro06_F013.wav,e3,Ses01F,I DON'T KNOW .
183,./wav_path/./wav_path/Ses01F_impro06_F014.wav,e3,Ses01F,AT THE CEMETERY .
184,./wav_path/./wav_path/Ses01F_impro06_F015.wav,e3,Ses01F,COUPLE HOURS .
185,./wav_path/./wav_path/Ses01F_impro06_F016.wav,e0,Ses01F,I BROUGHT  I BROUGHT CHUCK WITH ME  HE WENT TO REDLANDS YEAH . FOR THE DAY . WE RAN THROUGH THE SPRINKLERS .
186,./wav_path/./wav_path/Ses01F_impro06_F018.wav,e0,Ses01F,YEAH . IT'S . HUGE  REDLANDS IS . AN OLD CITY . SO THEY HAVE LOTS AND LOTS OF STONES .
187,./wav_path/./wav_path/Ses01F_impro06_F019.wav,e0,Ses01F,YEAH .
